aX,aY,aZ,gX,gY,gZ
0.025,0.019,0.986,-1.953,-3.113,2.075
0.024,0.023,0.983,-0.671,-2.502,1.953
0.025,0.022,0.972,0.305,-1.831,2.625
0.028,0.019,0.991,1.465,-1.648,3.113
0.024,0.022,0.979,1.587,-1.648,2.563
0.022,0.020,0.983,1.953,-1.282,2.380
0.023,0.019,0.979,2.258,-1.404,2.502
0.022,0.021,0.982,1.709,-1.343,2.380
0.021,0.020,0.978,1.404,-1.160,2.441
0.024,0.021,0.981,1.770,-1.038,2.014
0.025,0.022,0.978,1.892,-0.610,1.465
0.022,0.024,0.977,1.648,-0.671,1.343
0.024,0.024,0.980,1.160,-0.610,1.404
0.024,0.025,0.977,1.282,-0.549,1.526
0.023,0.024,0.978,1.648,-0.183,1.770
0.023,0.026,0.977,2.136,-0.122,1.648
1.375,-0.305,1.389,11.475,35.950,9.094
1.965,-0.295,1.414,17.090,62.317,49.255
2.203,-0.311,0.919,-5.981,83.862,97.107
2.041,-0.285,0.636,-19.165,80.566,147.034
1.820,-0.316,0.430,-16.602,82.642,196.655
1.435,-0.363,0.424,-7.019,73.242,237.000
1.002,-0.341,0.420,7.935,62.622,260.742
0.466,-0.370,0.559,24.414,50.781,274.048
-0.097,-0.302,0.725,40.344,37.537,278.564
-0.664,-0.261,0.936,51.147,26.001,271.545
-1.232,-0.162,1.146,58.472,9.460,255.249
-1.776,-0.185,1.359,59.692,-4.089,231.323
-2.249,-0.210,1.481,58.411,-12.146,199.768
-2.497,-0.253,1.441,50.354,-15.442,157.837
-2.538,-0.255,1.330,34.973,-16.174,108.826
-2.426,-0.219,1.235,19.958,-16.846,56.274
-2.015,-0.143,1.308,5.920,-16.541,2.930
-1.175,-0.104,1.285,-5.554,-5.981,-40.344
-0.670,-0.094,1.128,-15.930,7.446,-68.298
-0.426,-0.084,1.026,-20.630,10.376,-87.158
-0.399,-0.119,1.056,-23.071,-1.099,-99.915
-0.377,-0.156,1.046,-22.583,-13.855,-111.206
-0.384,-0.195,1.064,-19.714,-20.569,-125.244
-0.278,-0.251,1.088,-17.822,-20.081,-138.855
-0.226,-0.263,1.029,-17.639,-29.175,-146.667
-0.128,-0.256,1.020,-17.761,-35.767,-151.001
-0.064,-0.258,0.928,-17.395,-37.354,-151.550
0.030,-0.197,0.842,-16.968,-37.354,-148.926
0.162,-0.459,0.759,-14.282,-32.532,-142.395
-0.007,0.549,0.947,20.142,-25.879,-117.615
0.238,0.004,0.723,14.771,-21.973,-129.150
0.323,0.038,0.687,3.357,-26.184,-149.536
0.434,0.044,0.675,0.366,-20.630,-144.470
0.505,0.131,0.682,5.432,-16.602,-135.254
0.582,0.152,0.700,7.874,-13.306,-125.000
0.652,0.140,0.706,11.658,-12.756,-115.051
0.719,0.165,0.767,15.137,-10.498,-102.539
0.813,0.087,0.885,21.423,-8.545,-90.576
0.907,0.063,0.948,23.376,-6.714,-77.637
0.980,0.055,0.988,22.583,-2.686,-61.279
1.019,0.049,1.001,22.034,2.380,-41.016
0.988,0.053,0.984,20.630,7.080,-18.738
0.801,0.024,0.973,19.958,9.399,1.038
0.402,0.001,0.994,20.325,6.226,15.869
0.019,-0.013,1.040,20.630,-0.122,21.851
-0.205,-0.041,1.072,20.691,-5.127,19.592
-0.287,-0.051,1.038,18.921,-6.653,14.099
-0.279,-0.039,0.998,15.747,-6.897,7.935
-0.222,-0.030,0.971,14.771,-6.287,2.502
-0.108,0.007,0.904,13.062,-3.601,-0.793
0.021,0.027,0.845,12.085,-0.793,-2.441
0.103,0.052,0.814,12.695,0.122,-3.052
0.138,0.067,0.798,14.099,-0.244,-2.686
0.180,0.049,0.908,17.334,-2.930,-2.380
0.362,-0.147,1.376,23.499,-7.141,-1.709
0.004,-0.307,1.688,27.344,-16.296,1.404
-0.036,0.024,0.840,-6.653,-4.639,2.319
-0.062,-0.053,1.026,-2.136,-6.104,0.183
-0.084,-0.081,1.229,9.766,-13.000,1.526
-0.083,-0.035,0.968,-0.366,-1.160,3.296
0.012,0.000,0.961,-2.502,5.188,2.319
0.058,-0.025,1.009,4.028,3.174,2.136
0.072,0.016,0.904,0.549,3.662,1.404
0.070,0.010,0.931,1.404,-0.244,0.244
0.061,-0.001,0.963,2.441,-2.502,0.610
0.048,-0.001,0.957,1.587,-2.747,0.732
0.033,-0.005,0.977,2.075,-3.479,0.793
0.020,-0.005,0.990,3.113,-3.662,1.160
0.015,-0.011,0.995,4.211,-2.625,1.038
0.014,-0.022,1.000,5.981,-0.854,1.160
0.010,-0.023,0.991,6.226,0.854,1.648
0.011,-0.018,0.982,5.737,1.160,1.831
0.017,-0.014,0.977,5.249,0.122,2.136
0.022,-0.009,0.970,4.333,-0.854,2.075
0.026,-0.006,0.964,3.845,-1.465,1.953
0.030,-0.004,0.964,3.906,-1.465,1.892
0.035,-0.004,0.966,3.723,-1.282,1.709
0.035,-0.006,0.969,4.150,-1.648,1.648
0.030,-0.007,0.969,4.639,-2.014,1.587
0.029,-0.008,0.976,4.822,-2.319,1.587
0.024,-0.010,0.980,4.944,-2.502,1.587
0.017,-0.013,0.983,5.188,-2.014,1.709
0.013,-0.014,0.981,5.371,-1.526,1.831
0.013,-0.012,0.974,5.127,-0.854,1.831
0.017,-0.009,0.973,5.066,-0.671,1.770
0.023,-0.011,0.975,5.127,-0.793,1.587
0.024,-0.012,0.971,4.761,-1.160,1.587
0.025,-0.010,0.971,4.272,-1.831,1.648
0.024,-0.007,0.974,3.967,-2.258,1.587
0.023,-0.011,0.983,4.333,-2.380,1.709
0.020,-0.013,0.982,4.333,-1.953,1.770
0.019,-0.012,0.978,4.578,-1.465,1.770
0.019,-0.009,0.973,4.822,-1.221,1.770
0.020,-0.009,0.971,4.578,-1.038,1.770
0.016,-0.005,0.976,4.395,-1.160,1.953
0.021,-0.011,0.977,3.967,-0.916,1.892
0.020,-0.015,0.986,4.272,-0.916,1.892
0.016,-0.014,0.981,4.028,-0.854,1.892
0.017,-0.011,0.977,3.479,-0.854,1.770
0.017,-0.011,0.976,3.235,-0.732,1.831
0.020,-0.010,0.977,2.930,-0.977,1.831
0.021,-0.010,0.975,3.113,-1.038,1.892
0.022,-0.007,0.972,3.235,-0.854,1.831
0.022,-0.007,0.974,3.784,-0.977,2.075
0.023,-0.008,0.980,4.272,-0.916,1.892
0.023,-0.012,0.977,4.150,-0.671,1.831
0.019,-0.010,0.973,3.967,-0.671,1.831
0.018,-0.008,0.975,3.662,-0.427,1.770
0.020,-0.008,0.977,3.418,-0.305,1.770
0.020,-0.009,0.979,3.357,-0.427,1.953
0.021,-0.008,0.975,3.479,-0.305,1.831
0.021,-0.006,0.973,3.540,-0.549,1.831
0.021,-0.007,0.972,3.357,-0.916,1.770
0.022,-0.007,0.974,3.174,-0.793,1.831
0.020,-0.003,0.977,2.502,-0.732,2.014
0.018,-0.007,0.976,2.502,-0.732,1.892
0.018,-0.007,0.977,2.686,-0.488,2.014
0.020,-0.007,0.977,2.747,-0.305,1.953
0.021,-0.006,0.979,2.747,-0.183,2.014
