aX,aY,aZ,gX,gY,gZ
0.018,-0.124,0.989,5.188,0.305,1.038
0.019,-0.116,0.980,4.456,-0.122,0.549
0.020,-0.110,0.973,4.211,-0.427,0.061
0.021,-0.107,0.963,4.211,-0.305,0.122
0.023,-0.105,0.956,4.150,-0.305,0.427
0.022,-0.112,0.974,4.517,-0.610,0.671
0.020,-0.117,0.980,4.639,-0.427,1.099
0.019,-0.115,0.973,4.639,-0.244,1.892
0.014,-0.112,0.975,4.700,-0.366,2.258
0.010,-0.110,0.974,4.578,-0.488,2.319
0.012,-0.109,0.967,4.700,-0.549,2.075
-1.975,-0.455,1.171,-5.981,0.916,-57.251
-2.432,-0.553,1.144,-7.019,-4.028,-97.534
-2.536,-0.850,1.139,-9.033,-7.263,-148.987
-2.364,-0.964,1.104,-12.878,-5.066,-202.087
-1.907,-1.018,1.043,-17.334,-3.113,-246.704
-1.301,-1.048,0.899,-21.423,2.808,-287.292
-0.463,-1.208,0.851,-24.048,13.794,-317.566
-0.012,-0.762,0.980,-26.245,15.442,-319.763
0.770,-0.853,0.751,-28.931,19.836,-333.740
1.003,-0.333,0.816,-29.663,21.179,-319.885
1.766,-0.475,0.675,-31.067,22.400,-309.509
2.180,-0.327,0.834,-31.128,9.827,-288.452
2.704,-0.163,0.683,-31.067,2.808,-247.925
2.907,0.088,0.746,-30.518,0.549,-201.904
3.229,0.053,0.502,-23.560,0.854,-151.001
3.017,0.125,0.672,-13.123,-15.808,-91.919
2.776,0.114,0.668,-0.366,-13.428,-44.006
2.084,0.013,0.859,8.545,-14.526,-8.972
1.244,-0.135,1.092,14.038,-29.907,6.775
0.705,-0.181,1.141,16.357,-34.851,28.809
0.444,-0.210,1.070,18.738,-19.592,73.059
0.194,-0.279,1.127,26.245,-4.089,113.586
0.140,-0.446,1.188,34.180,10.742,150.513
0.030,-0.473,1.192,42.419,28.748,190.796
-0.027,-0.160,1.064,40.955,49.194,230.530
0.233,-0.255,0.910,33.630,43.030,227.661
0.309,-0.206,0.934,30.701,15.808,202.820
0.452,-0.244,0.869,23.804,9.583,175.781
0.471,-0.232,0.837,14.343,3.174,156.921
0.493,-0.270,0.873,13.000,-3.174,153.687
0.525,-0.280,0.801,16.968,1.404,160.461
0.461,-0.328,0.799,19.714,-2.686,171.692
0.349,-0.325,0.846,21.729,-4.272,190.979
0.252,-0.375,0.842,25.085,-1.099,210.510
0.162,-0.346,0.831,27.100,-0.977,221.680
-0.009,-0.380,0.893,25.940,-10.864,220.154
-0.185,-0.366,0.930,23.437,-20.752,208.679
-0.395,-0.331,0.985,19.226,-25.330,191.528
-0.580,-0.388,1.003,14.709,-23.682,166.626
-0.734,-0.402,1.046,10.010,-19.836,143.250
-0.870,-0.355,1.037,7.446,-20.081,130.005
-0.966,-0.383,1.075,4.517,-26.184,114.624
-1.043,-0.328,1.094,1.770,-29.053,103.577
-1.044,-0.313,1.106,2.808,-23.132,95.886
-0.980,-0.265,1.066,5.371,-10.315,89.905
-0.880,-0.207,1.036,4.211,-5.005,75.806
-0.758,-0.180,1.004,2.686,-4.761,54.504
-0.630,-0.152,1.000,1.465,-6.348,31.372
-0.502,-0.134,1.015,1.465,-6.104,13.245
-0.337,-0.112,1.012,2.441,-2.563,2.136
-0.122,-0.083,0.978,4.028,2.686,-3.357
0.090,-0.058,0.928,5.432,7.202,-4.700
0.222,-0.031,0.898,6.531,7.385,-4.944
0.273,-0.021,0.890,6.226,3.540,-6.226
0.145,0.012,0.907,4.639,-2.747,-10.132
0.324,-0.136,0.938,-0.244,-13.794,-25.635
0.024,-0.089,1.018,3.113,-22.278,-34.729
-0.051,-0.120,0.987,2.991,-20.508,-20.813
-0.114,-0.138,1.039,5.554,-17.456,-16.724
-0.112,-0.130,1.025,7.080,-10.803,-7.141
-0.092,-0.156,0.993,7.874,-5.005,-0.305
-0.078,-0.117,0.965,8.057,-3.113,8.057
-0.069,-0.102,0.979,7.996,-1.770,11.902
-0.040,-0.099,0.979,7.019,0.427,12.512
-0.016,-0.094,0.974,6.531,2.136,12.085
-0.009,-0.083,0.968,6.409,2.869,10.864
-0.004,-0.080,0.961,5.615,2.686,7.507
-0.003,-0.078,0.964,5.554,1.587,3.723
-0.002,-0.086,0.972,5.737,0.916,0.854
-0.008,-0.088,0.975,5.920,1.221,-1.038
-0.014,-0.088,0.969,6.042,1.892,-2.625
-0.024,-0.085,0.967,6.104,2.075,-4.333
-0.030,-0.096,0.970,5.859,1.526,-6.104
-0.021,-0.105,0.975,5.127,1.221,-7.568
-0.008,-0.108,0.979,4.944,1.770,-7.263
0.003,-0.104,0.972,4.822,3.174,-5.310
0.016,-0.099,0.966,5.188,4.395,-2.747
0.023,-0.098,0.968,5.615,4.639,-0.427
0.026,-0.096,0.966,5.554,4.578,0.854
0.022,-0.091,0.961,5.432,3.906,1.282
0.017,-0.095,0.974,5.432,3.296,1.526
0.015,-0.101,0.982,5.859,3.235,1.770
0.012,-0.102,0.977,5.859,3.418,2.014
0.003,-0.096,0.969,5.737,3.235,1.587
0.000,-0.091,0.965,5.554,2.808,0.366
0.000,-0.093,0.967,5.432,2.380,-0.977
0.004,-0.092,0.964,5.859,2.441,-1.709
0.012,-0.093,0.964,6.042,2.563,-2.136
0.025,-0.095,0.969,5.981,2.686,-2.136
0.040,-0.101,0.976,6.104,2.686,-2.014
0.047,-0.109,0.987,6.531,2.380,-1.404
0.052,-0.109,0.989,6.104,2.197,-0.671
0.051,-0.111,0.991,5.859,1.953,0.061
0.044,-0.108,0.983,5.554,1.404,0.732
0.032,-0.101,0.969,4.944,0.916,0.977
0.022,-0.095,0.966,4.944,0.183,1.038
0.012,-0.097,0.971,5.188,-0.305,1.160
0.013,-0.100,0.972,5.493,-0.183,1.465
0.013,-0.100,0.972,5.554,0.000,1.343
0.012,-0.098,0.967,5.676,0.000,1.160
0.011,-0.095,0.965,5.615,0.244,0.854
0.017,-0.100,0.973,5.859,0.061,0.793
0.030,-0.106,0.987,5.981,0.122,0.732
0.036,-0.115,0.993,6.287,0.244,0.977
0.031,-0.111,0.983,5.676,0.244,1.221
0.023,-0.106,0.978,5.310,-0.610,1.343
0.018,-0.106,0.979,5.310,-0.977,1.343
0.018,-0.108,0.981,5.066,-1.038,1.343
0.016,-0.106,0.975,5.249,-0.671,1.648
0.011,-0.100,0.968,4.944,-0.793,1.709
0.013,-0.096,0.967,4.761,-0.793,1.648
0.019,-0.098,0.969,5.066,-0.671,1.343
0.025,-0.104,0.976,5.371,-0.488,1.099
0.024,-0.103,0.974,5.493,-0.427,1.221
0.021,-0.103,0.973,5.371,-0.305,1.343
0.016,-0.104,0.977,5.249,-0.610,1.099
0.009,-0.107,0.981,5.188,-0.671,0.854
0.005,-0.109,0.982,5.249,-0.671,0.854
0.006,-0.109,0.981,5.066,-0.427,0.977
